hex_id,Province,District,DS,Name,Amenity,geometry,Category,user_id
88610349d7fffff,Western,Colombo,Kesbewa,Cargills Food City Piliyandala 01,Grocery store,POINT (79.9213212 6.8061035),Cargills Food City,
88611cb161fffff,Western,Colombo,Kolonnawa,Cargills Food City - Kolonnawa 02,Grocery store,POINT (79.8941231 6.9324387),Cargills Food City,
88611cbb13fffff,Western,Gampaha,Wattala,Cargills Food City (Express) - Elapitiwala,Supermarket,POINT (79.9084444 7.0244401),Cargills Food City,
88611c81adfffff,Western,Gampaha,Dompe,Cargills Food City Kirindiwela,Supermarket,POINT (80.1317396 7.0403062),Cargills Food City,
88611c835bfffff,Western,Colombo,Seethawaka,Cargills Food City Express - Puwakpitiya,Supermarket,POINT (80.1941552 6.9373602),Cargills Food City,
886103529dfffff,Western,Kalutara,Beruwala,Cargills Food City - Aluthgama 1,Supermarket,POINT (79.9977941 6.4333398),Cargills Food City,
88611ea4b9fffff,North Western,Puttalam,Kalpitiya,Cargills Food City - Express Norochcholai,Supermarket,POINT (79.7373125 8.048975),Cargills Food City,
88610350ddfffff,Western,Kalutara,Beruwala,Cargills Food City - Beruwala,Supermarket,POINT (79.9833743 6.4746606),Cargills Food City,
886103ce01fffff,Southern,Galle,Balapitiya,Cargills Food City Express - Balapitiya,Supermarket,POINT (80.040612 6.280943),Cargills Food City,
8861035225fffff,Western,Kalutara,Matugama,Cargills Food City Express - Southern Highway - A,Supermarket,POINT (80.0793716 6.4687679),Cargills Food City,
88611cb30bfffff,Western,Colombo,Sri Jayawardanapura Kotte,Cargills Food City - Delkanda 2,Grocery store,POINT (79.898168 6.864583),Cargills Food City,
886103c18bfffff,Southern,Galle,Karandeniya,Cargills Food City (Express) - Karandeniya,Supermarket,POINT (80.0913687 6.2703717),Cargills Food City,
88611c99d3fffff,Sabaragamuwa,Kegalle,Ruwanwella,Cargills Food City Express - Ruwanwella,Supermarket,POINT (80.2543081 7.0432156),Cargills Food City,
88610352d3fffff,Southern,Galle,Bentota,Cargills Food City Express - Benthota,Supermarket,POINT (79.9991747 6.4230324),Cargills Food City,
886103ce27fffff,Southern,Galle,Balapitiya,Cargills Food City Express - Ahungalla,Supermarket,POINT (80.034932 6.3151843),Cargills Food City,
88611ecc47fffff,North Central,Anuradhapura,Medawachchiya,Cargills Food City Express - Medawachchiya,Supermarket,POINT (80.4919339 8.5414845),Cargills Food City,
886103c105fffff,Southern,Galle,Elpitiya,Cargills Food City (Express) - Elpitiya,Supermarket,POINT (80.1631349 6.2887341),Cargills Food City,
886113a2ebfffff,Eastern,Trincomalee,Kantale,Cargills Food City Express - Kanthale,Supermarket,POINT (81.0031042 8.3658759),Cargills Food City,
88611c8483fffff,Western,Colombo,Kolonnawa,Cargills Food City - Walpola,Grocery store,POINT (79.9269549 6.919566),Cargills Food City,
8861035281fffff,Western,Kalutara,Beruwala,Cargills Food City - Dharga Town,Supermarket,POINT (80.0138922 6.4412895),Cargills Food City,
8861117141fffff,North Central,Polonnaruwa,Higurakgoda,Cargills Food City Express - Jayanthipura,Supermarket,POINT (80.966836 7.9844839),Cargills Food City,
886103cf63fffff,Southern,Galle,Karandeniya,Cargills Food City Express - Uragasmanhandiya,Supermarket,POINT (80.0822014 6.3428902),Cargills Food City,
88611e51c7fffff,Northern,Vavuniya,Vavuniya,Cargills Food City - Vavuniya,Supermarket,POINT (80.4978186 8.752324),Cargills Food City,
8861035087fffff,Western,Kalutara,Beruwala,Cargills Food City Express Maggona,Supermarket,POINT (79.9804401 6.5039158),Cargills Food City,
8861035225fffff,Western,Kalutara,Matugama,Cargills Food City Express - Southern Highway - B,Convenience store,POINT (80.0766756 6.4690125),Cargills Food City,
886103529dfffff,Western,Kalutara,Beruwala,Cargills Food City - Aluthgama 2,Grocery store,POINT (79.9957355 6.437482),Cargills Food City,
88611cbb15fffff,Western,Gampaha,Ja Ela,Cargills Food City Express - Elapitiwala,Supermarket,POINT (79.923 7.0280037),Cargills Food City,
88611c86ddfffff,Western,Colombo,Maharagama,Cargills Food City - Kottawa 03,Supermarket,POINT (79.9656572 6.8428779),Cargills Food City,
886103c115fffff,Southern,Galle,Elpitiya,Cargills Food City Express - Kurundugaha hetekma,Grocery store,POINT (80.1379327 6.2745748),Cargills Food City,
886103d9bbfffff,Southern,Galle,Elpitiya,Cargills Food City (Express) - Pitigala,Supermarket,POINT (80.2216525 6.3355829),Cargills Food City,
886103cc45fffff,Southern,Galle,Balapitiya,Cargills Food City Kosgoda Srimal Building,Supermarket,POINT (80.0334089 6.3268625),Cargills Food City,
88611c84d7fffff,Western,Colombo,Kaduwela,"Cargills Food City - Koswatta 1, කාර්ගිල්ස් ෆුඩ් සිටි",Grocery store,POINT (79.9292191 6.9076113),Cargills Food City,
8861035325fffff,Western,Kalutara,Matugama,Cargills Food City කාගිල්ස් ෆුඩ් සිටි,Supermarket,POINT (80.1121393 6.5224236),Cargills Food City,
886103c0b9fffff,Southern,Galle,Ambalangoda,Cargills Food City - Ambalangoda 1,Supermarket,POINT (80.054309 6.23789),Cargills Food City,
8861034931fffff,Western,Colombo,Homagama,Cargills Food City Express Mabulgoda,Grocery store,POINT (79.9764414 6.8277284),Cargills Food City,
88611c84c1fffff,Western,Colombo,Kaduwela,Cargills Food City – Malabe 1,Supermarket,POINT (79.9541196 6.9040005),Cargills Food City,
8861ad7429fffff,Northern,Jaffna,Vadamaradchchi South-West (Karaveddy),Cargills Food City (Express) - Nelliyady,Supermarket,POINT (80.1965395 9.7995576),Cargills Food City,
88611c84e7fffff,Western,Colombo,Kaduwela,Cargills Food City,,POINT (79.9509795 6.9387284),Cargills Food City,
88611cb147fffff,Western,Colombo,Sri Jayawardanapura Kotte,Oval view Residence Cargills Food City,Grocery store,POINT (79.8852747 6.9181669),Cargills Food City,
88611e6d4dfffff,Northern,Mannar,Mannar Town,Cargills Food City Express - Mannar,Supermarket,POINT (79.9186136 8.9783337),Cargills Food City,
8861021763fffff,Sabaragamuwa,Ratnapura,Embilipitiya,Cargills Food City,Store,POINT (80.7972117 6.4103858),Cargills Food City,
8861028d53fffff,Sabaragamuwa,Ratnapura,Embilipitiya,Cargills Food City - Embilipitiya,Supermarket,POINT (80.856842 6.3313499),Cargills Food City,
8861020f59fffff,Sabaragamuwa,Ratnapura,Balangoda,Cargills Food City - Balangoda,Supermarket,POINT (80.7002674 6.6478307),Cargills Food City,
886111d923fffff,Eastern,Batticaloa,Eravur Pattu,Cargills Food City,Supermarket,POINT (81.6027244 7.7776259),Cargills Food City,
886110a525fffff,Eastern,Batticaloa,Kattankudy,Cargills Food City Express - Arayampathy,Supermarket,POINT (81.7328786 7.6739754),Cargills Food City,
8861004cbbfffff,Southern,Matara,Matara Four Gravets,Cargills Food City - Matara 1,Supermarket,POINT (80.5447271 5.9494158),Cargills Food City,
8861004c13fffff,Southern,Matara,Devinuwara,Cargills Food City (Express) - Devinuwara,Supermarket,POINT (80.5940355 5.9299412),Cargills Food City,
8861004c37fffff,Southern,Matara,Matara Four Gravets,Cargills Food City (Express) - Kekanadura,Supermarket,POINT (80.6027164 5.9641224),Cargills Food City,
886100790dfffff,Southern,Matara,Matara Four Gravets,Cargills Food City - Walgama,Supermarket,POINT (80.5123179 5.9418307),Cargills Food City,
8861004db3fffff,Southern,Matara,Thihagoda,Cargills Food City (Express) - Thihagoda,Supermarket,POINT (80.5664828 6.0116802),Cargills Food City,
886100796dfffff,Southern,Matara,Matara Four Gravets,Cargills Food City (Express) - Isadeen Town,Supermarket,POINT (80.5338433 5.9542245),Cargills Food City,
88610079ebfffff,Southern,Matara,Weligama,Cargills Food City - Mirissa,Grocery store,POINT (80.458168 5.9474198),Cargills Food City,
886110b657fffff,Eastern,Ampara,Kalmunai,Cargills Food City - Kalmunai,Supermarket,POINT (81.8272433 7.4137924),Cargills Food City,
886110ae13fffff,Eastern,Batticaloa,Manmunai North,"Cargills Food City, Manchanthoduwai",Supermarket,POINT (81.7239344 7.688471),Cargills Food City,
886110aea3fffff,Eastern,Batticaloa,Manmunai North,Cargills Food City,Supermarket,POINT (81.6898972 7.7258221),Cargills Food City,
88611cc8c5fffff,North Western,Kurunegala,Kurunegala,Cargills Food City - Kurunegala 3,Supermarket,POINT (80.356631 7.4780118),Cargills Food City,
88611cc8e3fffff,North Western,Kurunegala,Kurunegala,Cargills Food City Yanthampalawa - Express,Supermarket,POINT (80.3478478 7.4935737),Cargills Food City,
88611ccccdfffff,North Western,Kurunegala,Narammala,Cargills Food City - Narammala,Supermarket,POINT (80.2140717 7.427258),Cargills Food City,
88611cca6bfffff,North Western,Kurunegala,Mawathagama,Cargills Food City - Mawathagama,Grocery store,POINT (80.4410386 7.435767),Cargills Food City,
88611cc8d5fffff,North Western,Kurunegala,Kurunegala,Cargills Food City Express Malkaduwawa,Grocery store,POINT (80.3383375 7.4778098),Cargills Food City,
88611cc087fffff,North Western,Kurunegala,Polgahawela,Cargills Food City Express - Polgahawela,Supermarket,POINT (80.3006169 7.3366785),Cargills Food City,
88611cd847fffff,Central,Kandy,Tumpane,Cargills Food City Express Galagedara,Supermarket,POINT (80.5244948 7.3727606),Cargills Food City,
88611cc311fffff,Sabaragamuwa,Kegalle,Rambukkana,Cargills Food City Express - Rambukkana,Supermarket,POINT (80.3956392 7.3231127),Cargills Food City,
88611cc313fffff,Sabaragamuwa,Kegalle,Rambukkana,Cargills Food City - Rambukkana,Supermarket,POINT (80.3900816 7.3215986),Cargills Food City,
886102b993fffff,Southern,Matara,Pasgoda,Cargills Food City (Express) - Urubokka,Supermarket,POINT (80.6336634 6.3050126),Cargills Food City,
8861020719fffff,Sabaragamuwa,Ratnapura,Godakawela,Cargills Food City (Express) - Godakawela,Supermarket,POINT (80.6528607 6.5041545),Cargills Food City,
88611cc223fffff,Sabaragamuwa,Kegalle,Rambukkana,Cargills Food City Express - Pinnawala,Supermarket,POINT (80.3862157 7.2993015),Cargills Food City,
886102a197fffff,Southern,Matara,Pitabaddara,Cargills Food City (Express) - Morawaka,Supermarket,POINT (80.4913266 6.2625267),Cargills Food City,
886102a819fffff,Southern,Matara,Kotapola,Cargills Food City Express - Deniyaya,Supermarket,POINT (80.5593377 6.3466196),Cargills Food City,
88610215a9fffff,Sabaragamuwa,Ratnapura,Godakawela,Cargills Food City (Express) - Pallebedda,Grocery store,POINT (80.7065263 6.4812225),Cargills Food City,
886102a027fffff,Southern,Matara,Pitabaddara,Cargills Food City Express - Southern Highway - A,Supermarket,POINT (80.543845 6.237375),Cargills Food City,
886102ad83fffff,Southern,Galle,Neluwa,Cargills Food City (Express) - Neluwa,Supermarket,POINT (80.3887232 6.3740333),Cargills Food City,
8861023669fffff,Southern,Galle,Neluwa,Cargills Food City (Express) - Neluwa,Supermarket,POINT (80.3620978 6.3781674),Cargills Food City,
886102b58bfffff,Southern,Matara,Akuressa,Cargills Food City - Akuressa,Supermarket,POINT (80.4770544 6.0968214),Cargills Food City,
88611c1619fffff,Western,Gampaha,Minuwangoda,Cargills Food City Express - Kotugoda,Supermarket,POINT (79.9244327 7.1239439),Cargills Food City,
88611c8c05fffff,Western,Gampaha,Gampaha,Cargills Food City - Yakkala 1,Supermarket,POINT (80.0337468 7.0867206),Cargills Food City,
88611c0547fffff,North Western,Puttalam,Wennappuwa,Cargills Food City - Wennappuwa,Supermarket,POINT (79.8405724 7.3451365),Cargills Food City,
88611c0e33fffff,North Western,Puttalam,Mahawewa,Cargills Food City - Marawila,Supermarket,POINT (79.830433 7.4157972),Cargills Food City,
88611c1719fffff,Western,Gampaha,Minuwangoda,Cargills Food City - Minuwangoda 2,Supermarket,POINT (79.9502762 7.1707259),Cargills Food City,
88611c0341fffff,North Western,Kurunegala,Pannala,Cargills Food City - Pannala,Supermarket,POINT (80.0245968 7.3290475),Cargills Food City,
88611c064dfffff,Western,Gampaha,Negombo,Cargills Food City Express - Dalupotha,Supermarket,POINT (79.8508879 7.2294722),Cargills Food City,
886111add1fffff,Central,Matale,Ukuwela,Cargills Food City - Matale 03,Grocery store,POINT (80.6282093 7.4583637),Cargills Food City,
88611c1485fffff,Western,Gampaha,Negombo,Cargills Food City - Negombo 4,Supermarket,POINT (79.8565931 7.1994039),Cargills Food City,
88611c16ebfffff,Western,Gampaha,Katana,Cargills Food City - Raddolugama,Supermarket,POINT (79.8997217 7.1376202),Cargills Food City,
88611c15cdfffff,Western,Gampaha,Katana,Cargills Food City (Express) - Miriswatta,Grocery store,POINT (79.9083492 7.2309084),Cargills Food City,
88611c1329fffff,Western,Gampaha,Mirigama,Cargills Food City,Supermarket,POINT (80.1305595 7.2495415),Cargills Food City,
88611c88b3fffff,Western,Gampaha,Attanagalla,Cargills Food City,Supermarket,POINT (80.0939824 7.1414823),Cargills Food City,
88611c1403fffff,Western,Gampaha,Katana,Cargills Food City Express - Andiambalama,Supermarket,POINT (79.9024865 7.1867065),Cargills Food City,
88611c8c3bfffff,Western,Gampaha,Gampaha,Cargills Food City - Gampaha 2,Supermarket,POINT (80.0043159 7.08965),Cargills Food City,
88611cb92bfffff,Western,Gampaha,Ja Ela,Cargills Food City - Ekala,Supermarket,POINT (79.9101569 7.1021787),Cargills Food City,
88611c8aa3fffff,Western,Gampaha,Attanagalla,Cargills Food City Express - Urapola,Grocery store,POINT (80.1445237 7.0979921),Cargills Food City,
88611c899bfffff,Western,Gampaha,Mirigama,Cargills Food City,Grocery store,POINT (80.1237078 7.167824),Cargills Food City,
88611c10c1fffff,Western,Gampaha,Divulapitiya,Cargills Food City Express - Divulapitiya,Supermarket,POINT (80.0182953 7.2237702),Cargills Food City,
88611c8d6bfffff,Western,Gampaha,Attanagalla,Cargills Food City - Thihariya,Supermarket,POINT (80.0733572 7.1290187),Cargills Food City,
88611c8c05fffff,Western,Gampaha,Gampaha,Cargills Food City - Yakkala 2,Supermarket,POINT (80.0290452 7.0884034),Cargills Food City,
88611c1625fffff,Western,Gampaha,Minuwangoda,Cargills Food City - Minuwangoda.,Grocery store,POINT (79.9467343 7.1663889),Cargills Food City,
88611cc6edfffff,Sabaragamuwa,Kegalle,Warakapola,Cargills Food City Express - Ambepussa,Supermarket,POINT (80.2080106 7.2390904),Cargills Food City,
88611c88b3fffff,Western,Gampaha,Attanagalla,Cargills Food City Nittambuwa 02,Supermarket,POINT (80.0925085 7.1443396),Cargills Food City,
88611c12ddfffff,Western,Gampaha,Minuwangoda,Cargills Food City Express Naiwala Juncton,Supermarket,POINT (80.0312043 7.1586135),Cargills Food City,
88611c14b5fffff,Western,Gampaha,Negombo,Cargills Food City - Negombo 1,Supermarket,POINT (79.8441404 7.2129467),Cargills Food City,
88611c14c3fffff,Western,Gampaha,Katana,Cargills Food City - Kurana,Supermarket,POINT (79.8620433 7.1783876),Cargills Food City,
88611c14bdfffff,Western,Gampaha,Negombo,Cargills Food City Express - Greens Road,Supermarket,POINT (79.8404467 7.2060418),Cargills Food City,
88611c16a1fffff,Western,Gampaha,Katana,Cargills Food City - Awariwatta,Grocery store,POINT (79.8833557 7.163455),Cargills Food City,
88611c1687fffff,Western,Gampaha,Katana,Cargills Food City - Seeduwa 1,Supermarket,POINT (79.8737728 7.1433258),Cargills Food City,
88611c14abfffff,Western,Gampaha,Negombo,Cargills Food City - Negombo 2,Supermarket,POINT (79.8506984 7.2063063),Cargills Food City,
88611c141bfffff,Western,Gampaha,Katana,Cargills Food City Express - Bandaranaike International Airport,Grocery store,POINT (79.8861574 7.173369),Cargills Food City,
88611c168dfffff,Western,Gampaha,Katana,"Cargills Food City Express - Seeduwa, Palliya Junction",Supermarket,POINT (79.8889263 7.1327697),Cargills Food City,
88611cb933fffff,Western,Gampaha,Ja Ela,Cargills Food City Express - Dandugama,Supermarket,POINT (79.8841885 7.1039234),Cargills Food City,
88611c14a3fffff,Western,Gampaha,Negombo,Cargills Food City - Negombo 3,Grocery store,POINT (79.8455227 7.2172035),Cargills Food City,
8861022a55fffff,Sabaragamuwa,Ratnapura,Ratnapura,Cargills Food City - Rathnapura 1,Supermarket,POINT (80.4020704 6.679112),Cargills Food City,
8861022a39fffff,Sabaragamuwa,Ratnapura,Ratnapura,Cargills Food City Rathnapura 3,Supermarket,POINT (80.3910526 6.6987769),Cargills Food City,
8861022d91fffff,Western,Kalutara,Ingiriya,Cargills Food City - Ingiriya - කාර්ගීල්ස් ඉංගිරිය,Grocery store,POINT (80.1771907 6.7436951),Cargills Food City,
8861022a3bfffff,Sabaragamuwa,Ratnapura,Ratnapura,Cargills Food City - Horana,Supermarket,POINT (80.3805997 6.6973067),Cargills Food City,
8861022a0bfffff,Sabaragamuwa,Ratnapura,Ratnapura,Cargills Food City - Rathnapura 02,Grocery store,POINT (80.4008102 6.6845374),Cargills Food City,
886102620dfffff,Central,Nuwara Eliya,Ambagamuwa,Cargills Food City - Hatton,Supermarket,POINT (80.5972816 6.8927975),Cargills Food City,
88610229c9fffff,Sabaragamuwa,Ratnapura,Kuruvita,Cargills Food City Express - Kuruwita,Supermarket,POINT (80.3676071 6.7739916),Cargills Food City,
88611cb91dfffff,Western,Gampaha,Ja Ela,Cargills Food City - Ja Ela 2,Supermarket,POINT (79.892784 7.073829),Cargills Food City,
88611c168bfffff,Western,Gampaha,Katana,Cargills Food City - Seeduwa 2,Supermarket,POINT (79.8767972 7.1272391),Cargills Food City,
8861023b1dfffff,Sabaragamuwa,Ratnapura,Pelmadulla,Cargills Food City - Pelmadulla,Supermarket,POINT (80.5387446 6.6255812),Cargills Food City,
88610359e3fffff,Western,Kalutara,Horana,Cargills Food City,Grocery store,POINT (80.0596888 6.7174921),Cargills Food City,
88610359e3fffff,Western,Kalutara,Horana,Cargills Food City-Horana 2,Supermarket,POINT (80.0634985 6.7144013),Cargills Food City,
88611c95cbfffff,Western,Colombo,Padukka,Cargills Food City Express - Padukka,Grocery store,POINT (80.0908396 6.8434889),Cargills Food City,
88611c15b3fffff,Western,Gampaha,Katana,Cargills Food City - Kochchikade,Supermarket,POINT (79.857302 7.2625471),Cargills Food City,
88611c0769fffff,North Western,Puttalam,Dankotuwa,Cargills Food City - Dankotuwa,Supermarket,POINT (79.8822526 7.2981198),Cargills Food City,
88611c14a5fffff,Western,Gampaha,Katana,Cargills Food City Express - Y Junction,Supermarket,POINT (79.863166 7.2220835),Cargills Food City,
88611c109dfffff,Western,Gampaha,Divulapitiya,Cargills Food City Express - Marandagahamula,Supermarket,POINT (79.9866177 7.2295713),Cargills Food City,
88611cb9c7fffff,Western,Gampaha,Wattala,Cargills Food City Express - Bopitiya,Supermarket,POINT (79.8596569 7.0797839),Cargills Food City,
88611cb915fffff,Western,Gampaha,Ja Ela,Cargills Food City - Ja Ela 1,Supermarket,POINT (79.8906465 7.0824644),Cargills Food City,
88611c99a9fffff,Sabaragamuwa,Kegalle,Ruwanwella,Cargills Food City Express - Kannattota,Supermarket,POINT (80.271912 7.0825716),Cargills Food City,
88611cc6ebfffff,Sabaragamuwa,Kegalle,Warakapola,Cargills Food City - Warakapola,Supermarket,POINT (80.200415 7.2285555),Cargills Food City,
88611cd683fffff,Sabaragamuwa,Kegalle,Galigamuwa,Cargills Food City Express - Kotiyakumbura,Grocery store,POINT (80.2864206 7.1215036),Cargills Food City,
88611c8c05fffff,Western,Gampaha,Gampaha,Cargills Food City (Express) - Yakkala,Supermarket,POINT (80.0349423 7.0846822),Cargills Food City,
88611c8d23fffff,Western,Gampaha,Attanagalla,Cargills Food City Express- Veyangoda,Supermarket,POINT (80.0582889 7.1533912),Cargills Food City,
88611c15e5fffff,Western,Gampaha,Katana,Cargills Food City Express - Katana,Supermarket,POINT (79.9129904 7.2544529),Cargills Food City,
88611cc465fffff,North Western,Kurunegala,Alawwa,Cargills Food City Express - Alawwa 1,Supermarket,POINT (80.2368145 7.2952364),Cargills Food City,
88611c8ce5fffff,Western,Gampaha,Gampaha,Cargills Food City - Gampaha 1,Supermarket,POINT (79.9963032 7.092744),Cargills Food City,
88611c8d23fffff,Western,Gampaha,Attanagalla,Cargills Food City - Veyangoda New,Supermarket,POINT (80.0576014 7.1553708),Cargills Food City,
