hex_id,Province,District,DS,Name,Amenity,geometry,Category,user_id
88611c1431fffff,Western,Gampaha,Katana,Cargills Food City Express - Kimbulapitiya,Supermarket,POINT (79.8951571 7.206471),Cargills Food City,
88611c070bfffff,North Western,Puttalam,Wennappuwa,Cargills Food City Express - Bolawatta,Grocery store,POINT (79.8524483 7.2905517),Cargills Food City,
88611cc46dfffff,Sabaragamuwa,Kegalle,Warakapola,Cargills Food City Express - Alawwa 2,Grocery store,POINT (80.2380342 7.2912391),Cargills Food City,
88611cc499fffff,Western,Gampaha,Mirigama,Cargills Food City Express - Kandalama,Grocery store,POINT (80.13755 7.2722606),Cargills Food City,
88611c1329fffff,Western,Gampaha,Mirigama,Cargills Food City Liquor Store,Liquor store,POINT (80.1306383 7.2494607),Cargills Food City,
8861006a37fffff,Southern,Galle,Habaraduwa,Cargills Food City (Express) - Ahangama,Supermarket,POINT (80.3639045 5.9725152),Cargills Food City,
88610068c3fffff,Southern,Galle,Habaraduwa,Cargills Food City (Express) - Habaraduwa,Supermarket,POINT (80.3069127 5.9936463),Cargills Food City,
8861004c95fffff,Southern,Matara,Matara Four Gravets,Cargills Food City (Express) - Matara,Supermarket,POINT (80.5494458 5.9445398),Cargills Food City,
8861006d29fffff,Southern,Galle,Habaraduwa,Cargills Food City (Express) - Unawatuna,Grocery store,POINT (80.2477127 6.0198256),Cargills Food City,
8861006d31fffff,Southern,Galle,Galle 4 Gravets,Cargills Food City (Express) - Galle Fort,Supermarket,POINT (80.2180458 6.0247958),Cargills Food City,
8861117a11fffff,North Central,Polonnaruwa,Higurakgoda,Cargills Food City Express - Hingurakgoda,Grocery store,POINT (80.955026 8.0426714),Cargills Food City,
8861006d23fffff,Southern,Galle,Galle 4 Gravets,Cargills Food City (Express) - Katugoda,Supermarket,POINT (80.2390163 6.0330145),Cargills Food City,
8861006d25fffff,Southern,Galle,Akmeemana,Cargills Food City (Express) - Nugaduwa Fairway,Supermarket,POINT (80.2495409 6.0385806),Cargills Food City,
8861006d37fffff,Southern,Galle,Galle 4 Gravets,Cargills Food City - Galle 2,Supermarket,POINT (80.2171656 6.035213),Cargills Food City,
8861006d37fffff,Southern,Galle,Galle 4 Gravets,Cargills Food City - Galle 1,Supermarket,POINT (80.2154182 6.0333366),Cargills Food City,
886103d2c1fffff,Southern,Galle,Galle 4 Gravets,Cargills Food City - Thanipolgaha Junction,Supermarket,POINT (80.224479 6.0460103),Cargills Food City,
886103d2c3fffff,Southern,Galle,Galle 4 Gravets,Cargills Food City (Express) - Dangedara,Supermarket,POINT (80.2199407 6.0517316),Cargills Food City,
886103d2b9fffff,Southern,Galle,Bope-Poddala,Cargills Food City (Express) - Hapugala,Supermarket,POINT (80.1978331 6.0738173),Cargills Food City,
886103c003fffff,Southern,Galle,Ambalangoda,Cargills Food City Express - Batapola,Supermarket,POINT (80.1175308 6.2258768),Cargills Food City,
886103d52dfffff,Southern,Galle,Gonapinuwala,Cargills Food City (Express) - Arachchikanda,Supermarket,POINT (80.1325713 6.1417924),Cargills Food City,
88610258b9fffff,Uva,Badulla,Badulla,Cargills Food City - Badulla 1,Supermarket,POINT (81.0599529 6.9880291),Cargills Food City,
88610240dbfffff,Uva,Badulla,Welimada,Cargills Food City - Welimada,Supermarket,POINT (80.91281 6.903517),Cargills Food City,
88610258bbfffff,Uva,Badulla,Badulla,Cargills Food City - Badulla 2,Supermarket,POINT (81.0519533 6.9899703),Cargills Food City,
88610258b1fffff,Uva,Badulla,Badulla,Cargills Food City (Express) - Badulla,Supermarket,POINT (81.0567946 6.9985823),Cargills Food City,
8861026a97fffff,Central,Kandy,Pasbagekorale,Cargills Food City - Nawalapitiya,Supermarket,POINT (80.5345494 7.0558093),Cargills Food City,
8861026e41fffff,Central,Nuwara Eliya,Ambagamuwa,Cargills Food City (Express) - Ginigathhena,Supermarket,POINT (80.4932389 6.9905768),Cargills Food City,
8861026981fffff,Central,Kandy,Udapalatha,Cargills Food City - Gampola 1,Supermarket,POINT (80.565185 7.1606256),Cargills Food City,
886103c0b9fffff,Southern,Galle,Ambalangoda,Cargills Food City - Ambalangoda 2,Supermarket,POINT (80.0542 6.2347718),Cargills Food City,
886103d2e1fffff,Southern,Galle,Bope-Poddala,Cargills Food City - Karapitiya 1,Supermarket,POINT (80.2280809 6.068023),Cargills Food City,
886103d2e3fffff,Southern,Galle,Bope-Poddala,Cargills Food City - Karapitiya 2,Supermarket,POINT (80.2234886 6.0668215),Cargills Food City,
886103d50bfffff,Southern,Galle,Hikkaduwa,Cargills Food City (Express) - Hikkaduwa 2,Supermarket,POINT (80.1200582 6.115667),Cargills Food City,
886103d537fffff,Southern,Galle,Hikkaduwa,Cargills Food City (Express) - Hikkaduwa 1,Supermarket,POINT (80.0996618 6.1431823),Cargills Food City,
886103d2edfffff,Southern,Galle,Bope-Poddala,Cargills Food City (Express) - Labuduwa,Supermarket,POINT (80.237999 6.071747),Cargills Food City,
8861006d37fffff,Southern,Galle,Galle 4 Gravets,Cargills Food City (Express),Supermarket,POINT (80.2195461 6.0357805),Cargills Food City,
886103d207fffff,Southern,Galle,Akmeemana,Cargills Food City (Express) - Pinnaduwa,Supermarket,POINT (80.268081 6.0655969),Cargills Food City,
88611522b1fffff,Uva,Monaragala,Monaragala,Cargills Food City - Monaragala,Supermarket,POINT (81.3500908 6.8712998),Cargills Food City,
886111a483fffff,Central,Kandy,Yatinuwara,Cargills Food City - Pilimathalawa 1,Supermarket,POINT (80.5578872 7.2651782),Cargills Food City,
88611cd1d5fffff,Sabaragamuwa,Kegalle,Mawanella,Cargills Food City - Mawanella,Supermarket,POINT (80.4490394 7.2528689),Cargills Food City,
886111a43bfffff,Central,Kandy,Gangawata Korale,Cargills Food City - Getambe,Supermarket,POINT (80.6048083 7.2707766),Cargills Food City,
886111a491fffff,Central,Kandy,Yatinuwara,Cargills Food City Pilimathalawa 02,Supermarket,POINT (80.5497497 7.2641381),Cargills Food City,
886111a681fffff,Central,Kandy,Udunuwara,Cargills Food City Express - Gelioya,Supermarket,POINT (80.5975979 7.217775),Cargills Food City,
886111a4ebfffff,Central,Kandy,Yatinuwara,Cargills Food City Express - Eriyagama,Grocery store,POINT (80.589244 7.2653202),Cargills Food City,
88611cd1d1fffff,Sabaragamuwa,Kegalle,Mawanella,Cargills Food City Express - Rambukkana,Supermarket,POINT (80.4464983 7.2481432),Cargills Food City,
886111a4ebfffff,Central,Kandy,Yatinuwara,Cargills Food City Kiribathkumbura,Grocery store,POINT (80.5821181 7.2666619),Cargills Food City,
886111a587fffff,Central,Kandy,Harispattuwa,Cargills Food City Nugawela,Supermarket,POINT (80.5950278 7.3273716),Cargills Food City,
88610264b5fffff,Sabaragamuwa,Kegalle,Deraniyagala,Cargills Food City Express - Deraniyagala,Supermarket,POINT (80.3377248 6.9280621),Cargills Food City,
88611c982bfffff,Sabaragamuwa,Kegalle,Yatiyantota,Cargills Food City (Express) Yatiyantota,Supermarket,POINT (80.2946446 7.0307632),Cargills Food City,
88611cd619fffff,Sabaragamuwa,Kegalle,Bulathkohipitiya,Cargills Food City Express Bulathkohupitiya,Grocery store,POINT (80.3351818 7.1031936),Cargills Food City,
886111a6a3fffff,Central,Kandy,Udunuwara,Cargills Food City Angunawala,Grocery store,POINT (80.5930979 7.2409988),Cargills Food City,
88611c19b7fffff,North Western,Kurunegala,Kuliyapitiya West,Cargills Food City - Kuliyapitiya 1,Supermarket,POINT (80.0443989 7.472876),Cargills Food City,
88611c0b59fffff,North Western,Kurunegala,Kuliyapitiya West,Cargills Food City - Kuliyapitiya 2,Grocery store,POINT (80.0341414 7.4687036),Cargills Food City,
88611c0e63fffff,North Western,Puttalam,Nattandiya,Cargills Food City Nattandiya,Grocery store,POINT (79.8687571 7.4125104),Cargills Food City,
88611c0541fffff,North Western,Puttalam,Wennappuwa,Cargills Food City - Wennappuwa 2,Supermarket,POINT (79.8444053 7.3338437),Cargills Food City,
88611c0d19fffff,North Western,Puttalam,Madampe,Cargills Food City Express Madampe.,Supermarket,POINT (79.8401472 7.497021),Cargills Food City,
88611cc2cbfffff,Sabaragamuwa,Kegalle,Kegalle,Cargills Food City - Kegalle 2,Supermarket,POINT (80.341834 7.2511422),Cargills Food City,
88611cc2c9fffff,Sabaragamuwa,Kegalle,Kegalle,Cargills Food City - Kegalle 1,Supermarket,POINT (80.3502257 7.2539833),Cargills Food City,
8861119727fffff,Uva,Monaragala,Bibile,Cargills Food City - Bibile,Supermarket,POINT (81.2258985 7.1644428),Cargills Food City,
88611c0529fffff,North Western,Puttalam,Nattandiya,Cargills Food City Express - Katuneriya,Supermarket,POINT (79.832847 7.3657703),Cargills Food City,
886111ad9dfffff,Central,Matale,Matale,Cargills Food City - Matale 1,Supermarket,POINT (80.6225225 7.4742618),Cargills Food City,
88611cdb63fffff,Central,Kandy,Poojapitiya,Cargills Food City Express - Poojapitiya,Supermarket,POINT (80.5867633 7.3813156),Cargills Food City,
886111ad9dfffff,Central,Matale,Matale,Cargills Food City Express,Supermarket,POINT (80.623242 7.4709328),Cargills Food City,
886111ad83fffff,Central,Matale,Matale,Cargills Food City - Matale 2,Supermarket,POINT (80.6235647 7.4803452),Cargills Food City,
88611cda6dfffff,Central,Kandy,Harispattuwa,Cargills Food City Express - Aladeniya,Grocery store,POINT (80.5699329 7.3316371),Cargills Food City,
88610359b5fffff,Western,Kalutara,Horana,Cargills Food City - Express,Grocery store,POINT (80.0340174 6.7262409),Cargills Food City,
88611c86d9fffff,Western,Colombo,Kesbewa,Cargills Food City - Kottawa 2,Supermarket,POINT (79.9625097 6.842376),Cargills Food City,
88611cb867fffff,Western,Gampaha,Ja Ela,Cargills Food City Express - Kandana,Supermarket,POINT (79.8994756 7.0481131),Cargills Food City,
88611cb359fffff,Western,Colombo,Kesbewa,Cargills Food City Express - Pirivena Junction,Supermarket,POINT (79.9065257 6.8417195),Cargills Food City,
88611cb067fffff,Western,Colombo,Thimbirigasyaya,Cargills Food City Express Isipathana Mawatha,Grocery store,POINT (79.8647333 6.888135),Cargills Food City,
88611c86dbfffff,Western,Colombo,Kesbewa,Cargills Food City Express - Rathmaldeniya,Grocery store,POINT (79.9501709 6.8389922),Cargills Food City,
88611c8691fffff,Western,Colombo,Maharagama,Cargills Food City Express - Depanama,Supermarket,POINT (79.9441522 6.858818),Cargills Food City,
88611cb20bfffff,Western,Colombo,Ratmalana,Cargills Food City Express - Station Rd,Supermarket,POINT (79.8677353 6.8146356),Cargills Food City,
88610348a5fffff,Western,Colombo,Kesbewa,Cargills Food City Express - Suwarapola,Supermarket,POINT (79.9099368 6.7972669),Cargills Food City,
88610349d1fffff,Western,Colombo,Kesbewa,Cargills Food City - Kolamunna,Supermarket,POINT (79.9249819 6.7934283),Cargills Food City,
8861034999fffff,Western,Colombo,Kesbewa,Cargills Food City Express - CTG,Supermarket,POINT (79.9156667 6.8070367),Cargills Food City,
88610349ddfffff,Western,Colombo,Kesbewa,Cargills Food City,Supermarket,POINT (79.9395392 6.796545),Cargills Food City,
88611cb359fffff,Western,Colombo,Kesbewa,Cargills Food City - Boralasgamuwa,Grocery store,POINT (79.9008379 6.8404081),Cargills Food City,
88611cba69fffff,Western,Gampaha,Kelaniya,Cargills Food City - Kiribathgoda 2,Grocery store,POINT (79.9319848 6.9769774),Cargills Food City,
88611c8595fffff,Western,Gampaha,Biyagama,Cargills Food City - Makola,Supermarket,POINT (79.9482021 6.9753039),Cargills Food City,
886103492dfffff,Western,Colombo,Homagama,Cargills Food City - Homagama 1,Grocery store,POINT (80.005132 6.8413315),Cargills Food City,
88611c8603fffff,Western,Colombo,Homagama,Cargills Food City Express - Habarakada,Supermarket,POINT (80.0124199 6.8653681),Cargills Food City,
88611c8cd7fffff,Western,Gampaha,Gampaha,Cargills Food City - Ganemulla 2,Supermarket,POINT (79.9591774 7.0674077),Cargills Food City,
88611c8643fffff,Western,Colombo,Homagama,Cargills Food City - Godagama,Supermarket,POINT (80.0324018 6.8532373),Cargills Food City,
88611c8cd7fffff,Western,Gampaha,Gampaha,Cargills Food City - Ganemulla 1,Supermarket,POINT (79.9614018 7.0655234),Cargills Food City,
88611c8743fffff,Western,Colombo,Homagama,Cargills Food City Express- Artigala Junction,Grocery store,POINT (80.0598249 6.9061178),Cargills Food City,
88611c490dfffff,North Western,Kurunegala,Ambanpola,Cargills Foodcity express - Ambanpola,Supermarket,POINT (80.2398743 7.9184162),Cargills Food City,
8861004915fffff,Southern,Hambantota,Tangalle,Cargills EXpress Tangalle,Grocery store,POINT (80.7886337 6.0322449),Cargills Food City,
88611cb111fffff,Western,Colombo,Colombo,Cargills Food Hall & Supermarket - Colombo City Centre,Grocery store,POINT (79.8554352 6.9173305),Cargills Food City,
8861034a91fffff,Western,Kalutara,Panadura,Cargils Food City - Panadura 2,Grocery store,POINT (79.9078579 6.7086706),Cargills Food City,
8861034a97fffff,Western,Kalutara,Panadura,Cargils Food City (Express) - Panadura,Grocery store,POINT (79.9077933 6.7140148),Cargills Food City,
88610348a3fffff,Western,Colombo,Moratuwa,Cargils Food City - Moratumulla,Grocery store,POINT (79.8983935 6.7888113),Cargills Food City,
8861034249fffff,Western,Kalutara,Beruwala,"Cargills Express, Payagala",Supermarket,POINT (79.9788259 6.5279081),Cargills Food City,
88611cb1edfffff,Western,Colombo,Colombo,Cargills (Ceylon) PLC,Grocery store,POINT (79.8447204 6.9356673),Cargills Food City,
88610254d5fffff,Uva,Badulla,Haldummulla,Cargills Foodcity Express - Haldummulla,Supermarket,POINT (80.8880684 6.7628541),Cargills Food City,
886102546bfffff,Uva,Badulla,Haputale,Chandra Food City (With opposite parking),Grocery store,POINT (80.9602012 6.7688214),Cargills Food City,
886111a0d9fffff,Central,Kandy,Kundasale,Cargill's Food City - Pallekele,Supermarket,POINT (80.7197389 7.2828248),Cargills Food City,
88611c86edfffff,Western,Colombo,Kaduwela,Cargills food city - Athurugiriya 2,Supermarket,POINT (79.99184 6.8765848),Cargills Food City,
8861ad2a21fffff,Northern,Jaffna,Valikamam East (Kopay),Cargills Foodcity-Kopay,Grocery store,POINT (80.0695949 9.7046052),Cargills Food City,
88611cb101fffff,Western,Colombo,Thimbirigasyaya,Cargills Square Dematagoda,Grocery store,POINT (79.8781542 6.9286691),Cargills Food City,
88611c95c7fffff,Western,Colombo,Padukka,Cargills Foodcity Meepe,Supermarket,POINT (80.0909318 6.8585927),Cargills Food City,
88611cb159fffff,Western,Colombo,Thimbirigasyaya,Cargills FoodCity-Express,Grocery store,POINT (79.8767334 6.8931044),Cargills Food City,
88611c8727fffff,Western,Gampaha,Dompe,Cargils Food City,Grocery store,POINT (80.0550593 6.9500359),Cargills Food City,
88611c8eb9fffff,Western,Gampaha,Gampaha,Cargills Foodcity Express Kirillawala,Grocery store,POINT (79.9858935 7.031503),Cargills Food City,
88611c9591fffff,Western,Colombo,Homagama,"Cargills Foodcity Express - Watareka, Padukka",Grocery store,POINT (80.0642358 6.8563015),Cargills Food City,
88611cb107fffff,Western,Colombo,Colombo,Cargils Food City,Grocery store,POINT (79.8701326 6.9347358),Cargills Food City,
88611c85b3fffff,Western,Gampaha,Biyagama,Cargils Food City - Mahara,Supermarket,POINT (79.9375093 6.9936279),Cargills Food City,
88611cb311fffff,Western,Colombo,Dehiwala,Cargills food city express kalubowila,Grocery store,POINT (79.8786255 6.8631374),Cargills Food City,
88611cb061fffff,Western,Colombo,Thimbirigasyaya,Cargills Food Hall -Havelock City Mall,Grocery store,POINT (79.8681955 6.8825375),Cargills Food City,
88611cba4bfffff,Western,Gampaha,Kelaniya,Carills Food City Express Kelaniya,Grocery store,POINT (79.9180876 6.9532388),Cargills Food City,
88610224d3fffff,Western,Kalutara,Matugama,Cargills food city Mathugama 02,Grocery store,POINT (80.1170197 6.5217578),Cargills Food City,
88611cb317fffff,Western,Colombo,Thimbirigasyaya,Cargills-Kohuwala 2,Supermarket,POINT (79.8775078 6.8703684),Cargills Food City,
88611cb1edfffff,Western,Colombo,Colombo,Cargills Express- World Trade Centre,Grocery store,POINT (79.8437123 6.9325668),Cargills Food City,
88611130a3fffff,Central,Matale,Matale,Cargills food city Express - Madawala Ulpotha,Grocery store,POINT (80.6359272 7.6091153),Cargills Food City,
88611e518dfffff,Northern,Vavuniya,Vavuniya,Cargills Express,Supermarket,POINT (80.4976544 8.7627583),Cargills Food City,
886110b5c3fffff,Eastern,Batticaloa,Manmunai South & Eruvil Pattu,Cargills Food city - Kaluwanchikudy,Grocery store,POINT (81.7881123 7.5204698),Cargills Food City,
88611ccf27fffff,North Western,Kurunegala,Weerabugedara,Cargils Food City Express - Piduruwella,Supermarket,POINT (80.3040572 7.4676917),Cargills Food City,
88611ccf4dfffff,North Western,Kurunegala,Polgahawela,Cargills Express Foodcity,Supermarket,POINT (80.3293718 7.4220457),Cargills Food City,
88611c8ce5fffff,Western,Gampaha,Gampaha,Cargills Food Gampaha 03,Supermarket,POINT (79.9927281 7.0912581),Cargills Food City,
88611c8883fffff,Western,Gampaha,Attanagalla,Cagills Food City Express - Wathupitiwala,Supermarket,POINT (80.1107839 7.1257526),Cargills Food City,
88611c88b1fffff,Western,Gampaha,Attanagalla,Cargills Food Express Wathupitiwala,Supermarket,POINT (80.0974063 7.14291),Cargills Food City,
88611c161bfffff,Western,Gampaha,Katana,Cargills Kasagahawaththa,Grocery store,POINT (79.9153389 7.1184805),Cargills Food City,
8861ad2a21fffff,Northern,Jaffna,Valikamam East (Kopay),Cargill's food city express,Shopping mall,POINT (80.0692152 9.7045467),Cargills Food City,
8861027b57fffff,Central,Nuwara Eliya,Nuwara Eliya,Cargills Ground Shopping Mall,Shopping mall,POINT (80.7656506 6.9756863),Cargills Food City,
886103d193fffff,Southern,Galle,Baddegama,Cargills Foodcity Express - Baddegama,Supermarket,POINT (80.1796198 6.1652263),Cargills Food City,
886103d2c7fffff,Southern,Galle,Galle 4 Gravets,Galle cargils food city,Bakery,POINT (80.2209577 6.0535053),Cargills Food City,
886111a6a7fffff,Central,Kandy,Gangawata Korale,Cargills Food city Express - Galaha Road,Supermarket,POINT (80.5984933 7.2439855),Cargills Food City,
88611c0c01fffff,North Western,Puttalam,Mahawewa,Cargills Foodcity Express - Mahawewa,Grocery store,POINT (79.8259692 7.459056),Cargills Food City,
886111376bfffff,Central,Matale,Matale,Cargill's Food City Express - Palapathwela,Grocery store,POINT (80.6260748 7.5300546),Cargills Food City,
88611c96b7fffff,Western,Kalutara,Horana,"Cargills food city express, Moragahahena",Supermarket,POINT (80.0567971 6.7848747),Cargills Food City,
88610359cdfffff,Western,Kalutara,Madurawala,Cargils Food City Express - Ballapitiya,Grocery store,POINT (80.0759517 6.6898417),Cargills Food City,
88611cba6bfffff,Western,Gampaha,Kelaniya,Cargills FoodCity - Kiribathgoda 3,Supermarket,POINT (79.9231862 6.97651),Cargills Food City,
88611cb209fffff,Western,Colombo,Ratmalana,Cargills Express,Supermarket,POINT (79.8793307 6.8146699),Cargills Food City,
88611cb12bfffff,Western,Colombo,Colombo,Cargills Express - Orion City,Convenience store,POINT (79.8787537 6.9407539),Cargills Food City,
88611cb137fffff,Western,Colombo,Colombo,Cargills Xpress,Supermarket,POINT (79.8560288 6.947451),Cargills Food City,
8861034929fffff,Western,Colombo,Homagama,Cargills FoodCity Express - Katuwana,Supermarket,POINT (80.0037315 6.8318799),Cargills Food City,
88611c8459fffff,Western,Colombo,Kaduwela,Cargill's Food City Express,Grocery store,POINT (79.9923523 6.8925872),Cargills Food City,
88611c94b9fffff,Western,Colombo,Homagama,Cargills,Grocery store,POINT (80.0409087 6.8209992),Cargills Food City,
88611c80cbfffff,Western,Gampaha,Dompe,Cargills Foodcity Express - Giridara,Grocery store,POINT (80.0949102 6.9488001),Cargills Food City,
88611c8e69fffff,Western,Gampaha,Mahara,Cargills Food City Express -Wilimbula,Grocery store,POINT (80.0797158 7.0261954),Cargills Food City,
8861131631fffff,Eastern,Trincomalee,Town & Gravets,Riyan Food City - Trincomalee,Supermarket,POINT (81.21811419783556 8.58541389301312),Cargills Food City,
88611ea441ffff,North Western,Puttalam,Puttalam,Cargills Express,Grocery store,POINT (79.83029669680816 8.027766231578633),Cargills Food City,
